調査年 コード,調査年,地域 コード,地域,総面積,耕地面積
2021100000,2021年度,9386,栃木県 高根沢町,7087,3930
2021100000,2021年度,9407,栃木県 那須町,37234,5480
2021100000,2021年度,9411,栃木県 那珂川町,19278,2790
2021100000,2021年度,10201,群馬県 前橋市,31159,8260
2021100000,2021年度,10202,群馬県 高崎市,45916,5900
2021100000,2021年度,10203,群馬県 桐生市,27445,1400
2021100000,2021年度,10204,群馬県 伊勢崎市,13944,4310
2021100000,2021年度,10205,群馬県 太田市,17554,5850
2021100000,2021年度,10206,群馬県 沼田市,44346,3070
2021100000,2021年度,10207,群馬県 館林市,6097,2230
2021100000,2021年度,10208,群馬県 渋川市,24027,3770
2021100000,2021年度,10209,群馬県 藤岡市,18029,1780
2021100000,2021年度,10210,群馬県 富岡市,12285,1960
2021100000,2021年度,10211,群馬県 安中市,27631,3380
2021100000,2021年度,10212,群馬県 みどり市,20842,957
2021100000,2021年度,10344,群馬県 榛東村,2792,604
2021100000,2021年度,10345,群馬県 吉岡町,2046,517
2021100000,2021年度,10366,群馬県 上野村,18185,59
2021100000,2021年度,10367,群馬県 神流町,11460,69
2021100000,2021年度,10382,群馬県 下仁田町,18838,536
2021100000,2021年度,10383,群馬県 南牧村,11883,85
2021100000,2021年度,10384,群馬県 甘楽町,5861,920
2021100000,2021年度,10421,群馬県 中之条町,43928,1200
2021100000,2021年度,10424,群馬県 長野原町,13385,1240
2021100000,2021年度,10425,群馬県 嬬恋村,33758,3990
2021100000,2021年度,10426,群馬県 草津町,4975,90
2021100000,2021年度,10428,群馬県 高山村,6418,507
2021100000,2021年度,10429,群馬県 東吾妻町,25391,1740
2021100000,2021年度,10443,群馬県 片品村,39176,657
2021100000,2021年度,10444,群馬県 川場村,8525,493
2021100000,2021年度,10448,群馬県 昭和村,6414,2350
2021100000,2021年度,10449,群馬県 みなかみ町,78108,1650
2021100000,2021年度,10464,群馬県 玉村町,2578,871
2021100000,2021年度,10521,群馬県 板倉町,4186,2140
2021100000,2021年度,10522,群馬県 明和町,1964,751
2021100000,2021年度,10523,群馬県 千代田町,2173,912
2021100000,2021年度,10524,群馬県 大泉町,1803,241
2021100000,2021年度,10525,群馬県 邑楽町,3111,1450
2021100000,2021年度,11100,埼玉県 さいたま市,21743,3150
2021100000,2021年度,11101,埼玉県 さいたま市 西区,2912,-
2021100000,2021年度,11102,埼玉県 さいたま市 北区,1686,-
2021100000,2021年度,11103,埼玉県 さいたま市 大宮区,1280,-
2021100000,2021年度,11104,埼玉県 さいたま市 見沼区,3069,-
2021100000,2021年度,11105,埼玉県 さいたま市 中央区,839,-
2021100000,2021年度,11106,埼玉県 さいたま市 桜区,1864,-
2021100000,2021年度,11107,埼玉県 さいたま市 浦和区,1151,-
2021100000,2021年度,11108,埼玉県 さいたま市 南区,1382,-
2021100000,2021年度,11109,埼玉県 さいたま市 緑区,2644,-
2021100000,2021年度,11110,埼玉県 さいたま市 岩槻区,4917,-
2021100000,2021年度,11201,埼玉県 川越市,10913,3220
2021100000,2021年度,11202,埼玉県 熊谷市,15982,5630
2021100000,2021年度,11203,埼玉県 川口市,6195,369
2021100000,2021年度,11206,埼玉県 行田市,6749,3030
2021100000,2021年度,11207,埼玉県 秩父市,57783,1010
2021100000,2021年度,11208,埼玉県 所沢市,7211,1420
2021100000,2021年度,11209,埼玉県 飯能市,19305,488
2021100000,2021年度,11210,埼玉県 加須市,13330,6450
2021100000,2021年度,11211,埼玉県 本庄市,8969,1930
2021100000,2021年度,11212,埼玉県 東松山市,6535,1440
2021100000,2021年度,11214,埼玉県 春日部市,6600,2120
2021100000,2021年度,11215,埼玉県 狭山市,4899,1050
2021100000,2021年度,11216,埼玉県 羽生市,5864,2490
2021100000,2021年度,11217,埼玉県 鴻巣市,6744,2980
2021100000,2021年度,11218,埼玉県 深谷市,13837,5820
2021100000,2021年度,11219,埼玉県 上尾市,4551,667
2021100000,2021年度,11221,埼玉県 草加市,2746,162
2021100000,2021年度,11222,埼玉県 越谷市,6024,912
2021100000,2021年度,11223,埼玉県 蕨市,511,1
2021100000,2021年度,11224,埼玉県 戸田市,1819,3
2021100000,2021年度,11225,埼玉県 入間市,4469,829
2021100000,2021年度,11227,埼玉県 朝霞市,1834,155
2021100000,2021年度,11228,埼玉県 志木市,905,107
2021100000,2021年度,11229,埼玉県 和光市,1104,94
2021100000,2021年度,11230,埼玉県 新座市,2278,304
2021100000,2021年度,11231,埼玉県 桶川市,2535,656
2021100000,2021年度,11232,埼玉県 久喜市,8241,3020
2021100000,2021年度,11233,埼玉県 北本市,1982,521
2021100000,2021年度,11234,埼玉県 八潮市,1802,160
2021100000,2021年度,11235,埼玉県 富士見市,1977,545
2021100000,2021年度,11237,埼玉県 三郷市,3013,289
2021100000,2021年度,11238,埼玉県 蓮田市,2728,899
2021100000,2021年度,11239,埼玉県 坂戸市,4102,1180
2021100000,2021年度,11240,埼玉県 幸手市,3393,1440
2021100000,2021年度,11241,埼玉県 鶴ヶ島市,1765,349
2021100000,2021年度,11242,埼玉県 日高市,4748,816
2021100000,2021年度,11243,埼玉県 吉川市,3166,1190
2021100000,2021年度,11245,埼玉県 ふじみ野市,1464,219
2021100000,2021年度,11246,埼玉県 白岡市,2492,959
2021100000,2021年度,11301,埼玉県 伊奈町,1479,278
2021100000,2021年度,11324,埼玉県 三芳町,1533,489
2021100000,2021年度,11326,埼玉県 毛呂山町,3407,430
2021100000,2021年度,11327,埼玉県 越生町,4039,262
2021100000,2021年度,11341,埼玉県 滑川町,2968,622
2021100000,2021年度,11342,埼玉県 嵐山町,2992,622
2021100000,2021年度,11343,埼玉県 小川町,6036,639
2021100000,2021年度,11346,埼玉県 川島町,4163,2020
2021100000,2021年度,11347,埼玉県 吉見町,3864,1430
2021100000,2021年度,11348,埼玉県 鳩山町,2573,350
2021100000,2021年度,11349,埼玉県 ときがわ町,5590,336
2021100000,2021年度,11361,埼玉県 横瀬町,4936,118
2021100000,2021年度,11362,埼玉県 皆野町,6374,249
2021100000,2021年度,11363,埼玉県 長瀞町,3043,147
2021100000,2021年度,11365,埼玉県 小鹿野町,17126,465
2021100000,2021年度,11369,埼玉県 東秩父村,3706,166
2021100000,2021年度,11381,埼玉県 美里町,3341,1110
2021100000,2021年度,11383,埼玉県 神川町,4740,844
2021100000,2021年度,11385,埼玉県 上里町,2918,1070
2021100000,2021年度,11408,埼玉県 寄居町,6425,1260
2021100000,2021年度,11442,埼玉県 宮代町,1595,585
2021100000,2021年度,11464,埼玉県 杉戸町,3003,1360
2021100000,2021年度,11465,埼玉県 松伏町,1620,582
2021100000,2021年度,12100,千葉県 千葉市,27176,3540
2021100000,2021年度,12101,千葉県 千葉市 中央区,4471,-
2021100000,2021年度,12102,千葉県 千葉市 花見川区,3419,-
2021100000,2021年度,12103,千葉県 千葉市 稲毛区,2122,-
2021100000,2021年度,12104,千葉県 千葉市 若葉区,8419,-
2021100000,2021年度,12105,千葉県 千葉市 緑区,6625,-
2021100000,2021年度,12106,千葉県 千葉市 美浜区,2120,-
2021100000,2021年度,12202,千葉県 銚子市,8420,2510
2021100000,2021年度,12203,千葉県 市川市,5745,518
2021100000,2021年度,12204,千葉県 船橋市,8562,1170
2021100000,2021年度,12205,千葉県 館山市,11005,1690
2021100000,2021年度,12206,千葉県 木更津市,13890,2430
2021100000,2021年度,12207,千葉県 松戸市,6138,691
2021100000,2021年度,12208,千葉県 野田市,10355,2590
2021100000,2021年度,12210,千葉県 茂原市,9992,3050
2021100000,2021年度,12211,千葉県 成田市,21384,6470
2021100000,2021年度,12212,千葉県 佐倉市,10369,2820
2021100000,2021年度,12213,千葉県 東金市,8912,3360
2021100000,2021年度,12215,千葉県 旭市,13045,6280
2021100000,2021年度,12216,千葉県 習志野市,2097,62
2021100000,2021年度,12217,千葉県 柏市,11474,2550
2021100000,2021年度,12218,千葉県 勝浦市,9396,922
2021100000,2021年度,12219,千葉県 市原市,36816,5370
2021100000,2021年度,12220,千葉県 流山市,3532,365
2021100000,2021年度,12221,千葉県 八千代市,5139,825
2021100000,2021年度,12222,千葉県 我孫子市,4315,1220
2021100000,2021年度,12223,千葉県 鴨川市,19114,2160
2021100000,2021年度,12224,千葉県 鎌ケ谷市,2108,425
2021100000,2021年度,12225,千葉県 君津市,31878,3130
2021100000,2021年度,12226,千葉県 富津市,20540,2230
2021100000,2021年度,12227,千葉県 浦安市,1730,0
2021100000,2021年度,12228,千葉県 四街道市,3452,641
2021100000,2021年度,12229,千葉県 袖ケ浦市,9492,2450
2021100000,2021年度,12230,千葉県 八街市,7494,3420
2021100000,2021年度,12231,千葉県 印西市,12379,4130
2021100000,2021年度,12232,千葉県 白井市,3548,1040
2021100000,2021年度,12233,千葉県 富里市,5388,2450
2021100000,2021年度,12234,千葉県 南房総市,23010,3440
2021100000,2021年度,12235,千葉県 匝瑳市,10152,5140
2021100000,2021年度,12236,千葉県 香取市,26235,11100
2021100000,2021年度,12237,千葉県 山武市,14677,5700
2021100000,2021年度,12238,千葉県 いすみ市,15750,3440
2021100000,2021年度,12239,千葉県 大網白里市,5808,2400
2021100000,2021年度,12322,千葉県 酒々井町,1901,506
2021100000,2021年度,12329,千葉県 栄町,3251,1420
2021100000,2021年度,12342,千葉県 神崎町,1990,745
2021100000,2021年度,12347,千葉県 多古町,7280,3130
2021100000,2021年度,12349,千葉県 東庄町,4625,1880
2021100000,2021年度,12403,千葉県 九十九里町,2446,895
2021100000,2021年度,12409,千葉県 芝山町,4324,1500
2021100000,2021年度,12410,千葉県 横芝光町,6701,3200
2021100000,2021年度,12421,千葉県 一宮町,2299,579
2021100000,2021年度,12422,千葉県 睦沢町,3559,786
2021100000,2021年度,12423,千葉県 長生村,2825,1230
2021100000,2021年度,12424,千葉県 白子町,2750,1290
2021100000,2021年度,12426,千葉県 長柄町,4711,854
2021100000,2021年度,12427,千葉県 長南町,6551,1220
2021100000,2021年度,12441,千葉県 大多喜町,12987,1090
2021100000,2021年度,12443,千葉県 御宿町,2485,221
2021100000,2021年度,12463,千葉県 鋸南町,4517,454
2021100000,2021年度,13101,東京都 千代田区,1166,-
2021100000,2021年度,13102,東京都 中央区,1021,-
2021100000,2021年度,13103,東京都 港区,2037,-
2021100000,2021年度,13104,東京都 新宿区,1822,-
2021100000,2021年度,13105,東京都 文京区,1129,-
2021100000,2021年度,13106,東京都 台東区,1011,-
2021100000,2021年度,13107,東京都 墨田区,1377,-
2021100000,2021年度,13108,東京都 江東区,4301,-
2021100000,2021年度,13109,東京都 品川区,2284,-
2021100000,2021年度,13110,東京都 目黒区,1467,-
2021100000,2021年度,13111,東京都 大田区,6186,-
2021100000,2021年度,13112,東京都 世田谷区,5805,-
2021100000,2021年度,13113,東京都 渋谷区,1511,-
2021100000,2021年度,13114,東京都 中野区,1559,-
2021100000,2021年度,13115,東京都 杉並区,3406,-
2021100000,2021年度,13116,東京都 豊島区,1301,-
2021100000,2021年度,13117,東京都 北区,2061,-
2021100000,2021年度,13118,東京都 荒川区,1016,-
2021100000,2021年度,13119,東京都 板橋区,3222,-
2021100000,2021年度,13120,東京都 練馬区,4808,-
2021100000,2021年度,13121,東京都 足立区,5325,-
2021100000,2021年度,13122,東京都 葛飾区,3480,-
2021100000,2021年度,13123,東京都 江戸川区,4990,-
2021100000,2021年度,13201,東京都 八王子市,18638,720
2021100000,2021年度,13202,東京都 立川市,2436,258
2021100000,2021年度,13203,東京都 武蔵野市,1098,29
2021100000,2021年度,13204,東京都 三鷹市,1642,129
2021100000,2021年度,13205,東京都 青梅市,10331,435
2021100000,2021年度,13206,東京都 府中市,2943,140
2021100000,2021年度,13207,東京都 昭島市,1734,64
2021100000,2021年度,13208,東京都 調布市,2158,132
2021100000,2021年度,13209,東京都 町田市,7155,444
2021100000,2021年度,13210,東京都 小金井市,1130,65
2021100000,2021年度,13211,東京都 小平市,2051,178
2021100000,2021年度,13212,東京都 日野市,2755,133
2021100000,2021年度,13213,東京都 東村山市,1714,155
2021100000,2021年度,13214,東京都 国分寺市,1146,133
2021100000,2021年度,13215,東京都 国立市,815,51
2021100000,2021年度,13218,東京都 福生市,1016,11
2021100000,2021年度,13219,東京都 狛江市,639,34
2021100000,2021年度,13220,東京都 東大和市,1342,62
2021100000,2021年度,13221,東京都 清瀬市,1023,183
2021100000,2021年度,13222,東京都 東久留米市,1288,155
2021100000,2021年度,13223,東京都 武蔵村山市,1532,178
2021100000,2021年度,13224,東京都 多摩市,2101,36
2021100000,2021年度,13225,東京都 稲城市,1797,114
2021100000,2021年度,13227,東京都 羽村市,990,36
2021100000,2021年度,13228,東京都 あきる野市,7347,400
2021100000,2021年度,13229,東京都 西東京市,1575,133
2021100000,2021年度,13303,東京都 瑞穂町,1685,243
2021100000,2021年度,13305,東京都 日の出町,2807,114
2021100000,2021年度,13307,東京都 檜原村,10541,63
2021100000,2021年度,13308,東京都 奥多摩町,22553,48
2021100000,2021年度,13361,東京都 大島町,9076,278
2021100000,2021年度,13362,東京都 利島村,412,157
2021100000,2021年度,13363,東京都 新島村,2754,38
2021100000,2021年度,13364,東京都 神津島村,1858,35
2021100000,2021年度,13381,東京都 三宅村,5526,95
2021100000,2021年度,13382,東京都 御蔵島村,2055,16
2021100000,2021年度,13401,東京都 八丈町,7224,417
2021100000,2021年度,13402,東京都 青ヶ島村,596,18
2021100000,2021年度,13421,東京都 小笠原村,10688,31
2021100000,2021年度,14100,神奈川県 横浜市,43778,2620
2021100000,2021年度,14101,神奈川県 横浜市 鶴見区,3323,-
2021100000,2021年度,14102,神奈川県 横浜市 神奈川区,2372,-
2021100000,2021年度,14103,神奈川県 横浜市 西区,703,-
2021100000,2021年度,14104,神奈川県 横浜市 中区,2150,-
2021100000,2021年度,14105,神奈川県 横浜市 南区,1265,-
2021100000,2021年度,14106,神奈川県 横浜市 保土ケ谷区,2193,-
2021100000,2021年度,14107,神奈川県 横浜市 磯子区,1905,-
2021100000,2021年度,14108,神奈川県 横浜市 金沢区,3096,-
2021100000,2021年度,14109,神奈川県 横浜市 港北区,3140,-
2021100000,2021年度,14110,神奈川県 横浜市 戸塚区,3579,-
2021100000,2021年度,14111,神奈川県 横浜市 港南区,1990,-
2021100000,2021年度,14112,神奈川県 横浜市 旭区,3273,-
2021100000,2021年度,14113,神奈川県 横浜市 緑区,2551,-
2021100000,2021年度,14114,神奈川県 横浜市 瀬谷区,1717,-
2021100000,2021年度,14115,神奈川県 横浜市 栄区,1852,-
2021100000,2021年度,14116,神奈川県 横浜市 泉区,2358,-
2021100000,2021年度,14117,神奈川県 横浜市 青葉区,3522,-
2021100000,2021年度,14118,神奈川県 横浜市 都筑区,2787,-
2021100000,2021年度,14130,神奈川県 川崎市,14296,511
2021100000,2021年度,14131,神奈川県 川崎市 川崎区,3949,-
2021100000,2021年度,14132,神奈川県 川崎市 幸区,1001,-
2021100000,2021年度,14133,神奈川県 川崎市 中原区,1474,-
2021100000,2021年度,14134,神奈川県 川崎市 高津区,1636,-
2021100000,2021年度,14135,神奈川県 川崎市 多摩区,2050,-
2021100000,2021年度,14136,神奈川県 川崎市 宮前区,1861,-
2021100000,2021年度,14137,神奈川県 川崎市 麻生区,2325,-
2021100000,2021年度,14150,神奈川県 相模原市,32891,1440
2021100000,2021年度,14151,神奈川県 相模原市 緑区,25393,-
